question_id,mode,prompt,choice_a,choice_b,choice_c,choice_d,answer,explanation,wrong_choice_notes,tags,difficulty,choice_a_color_name,choice_a_color_hex,choice_a_pccs,choice_a_munsell,choice_a_color_source,choice_b_color_name,choice_b_color_hex,choice_b_pccs,choice_b_munsell,choice_b_color_source,choice_c_color_name,choice_c_color_hex,choice_c_pccs,choice_c_munsell,choice_c_color_source,choice_d_color_name,choice_d_color_hex,choice_d_pccs,choice_d_munsell,choice_d_color_source,answer_color_name,answer_color_hex,answer_pccs,answer_munsell,answer_color_source,show_color_after_answer,color_data_status
kanyou_new_052,mineral_to_name,酸化した鉄を思わせる暗い茶色を表す色名を選びなさい。,黒茶,錆色,赤錆色,焦茶,錆色,正解は錆色。JIS物体色の慣用色名リストでは、錆びた鉄のような暗い茶色に由来します マンセル値は10R 3/3.5。,赤錆色：鉄錆のような赤みを帯びた茶褐色にちなむ色名。 / 焦茶：文字通り焦げたような極めて暗い茶色で、黒に近い濃い茶色を指す色名。 / 黒茶：黒に近い暗い茶色で、黒みを帯びた茶色を表す色名。,和色名|鉱物|錆|茶系,標準,黒茶,#3E2E28,,2.5YR 2/1.5,和色名,錆色,#664134,,10R 3/3.5,和色名,赤錆色,#923A21,,9R 3.5/8.5,和色名,焦茶,#594639,,5YR 3/2,和色名,錆色,#664134,,10R 3/3.5,和色名,TRUE,complete
kanyou_new_053,mineral_to_name,銅の表面に生じる青緑色のさびに由来する色名を選びなさい。,緑青（ろくしょう）色,白緑（びゃくろく）,マラカイトグリーン,ビリジアン,緑青（ろくしょう）色,正解は緑青（ろくしょう）色。JIS物体色の慣用色名リストでは、銅が錆びたときに生じる緑青（パチーナ）の色に由来 マンセル値は4G 5/4。,白緑（びゃくろく）：岩絵具の顔料『岩緑青』（孔雀石）が由来の淡い緑色。 / マラカイトグリーン：マラカイト＝孔雀石の色。 / ビリジアン：水酸化クロムを主原料とする顔料の色。,和色名|鉱物|顔料|緑系,標準,緑青（ろくしょう）色,#5F836D,,4G 5/4,和色名,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,マラカイトグリーン,#008047,,4G 4.5/9,外来色名,ビリジアン,#156F5C,d12,8G 4/6,外来色名,緑青（ろくしょう）色,#5F836D,,4G 5/4,和色名,TRUE,complete
kanyou_new_054,mineral_to_name,孔雀石を原料にした岩絵具に通じる淡い緑の和色名を選びなさい。,緑青（ろくしょう）色,青磁色,若竹色,白緑（びゃくろく）,白緑（びゃくろく）,正解は白緑（びゃくろく）。JIS物体色の慣用色名リストでは、岩絵具の顔料『岩緑青』（孔雀石）が由来の淡い緑色。 マンセル値は2.5G 8.5/2.5。,緑青（ろくしょう）色：銅が錆びたときに生じる緑青（パチーナ）の色に由来。 / 青磁色：中国伝来の青磁釉の淡い青緑に由来する優美な色。 / 若竹色：生え始めた若竹の幹のような爽やかな緑色にちなむ色名。,和色名|鉱物|顔料|緑系,やや難,緑青（ろくしょう）色,#5F836D,,4G 5/4,和色名,青磁色,#80AA9F,sf12,7.5G 6.5/4,和色名,若竹色,#49A581,b12,6G 6/7.5,和色名,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,TRUE,complete
kanyou_new_055,mineral_to_name,陶磁器の淡い青緑釉を思わせる色を選びなさい。,白緑（びゃくろく）,シーグリーン,青磁色,青竹色,青磁色,正解は青磁色。JIS物体色の慣用色名リストでは、中国伝来の青磁釉の淡い青緑に由来する優美な色 マンセル値は7.5G 6.5/4。 PCCS近似値はsf12。,青竹色：成長した竹の幹の青みを帯びた緑色に由来する伝統色。 / 白緑（びゃくろく）：岩絵具の顔料『岩緑青』（孔雀石）が由来の淡い緑色。 / シーグリーン：緑っぽい海の色。,和色名|陶磁器|青緑系,標準,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,シーグリーン,#9AB961,,6GY 7/8,外来色名,青磁色,#80AA9F,sf12,7.5G 6.5/4,和色名,青竹色,#7AAAAC,sf12,2.5BG 6.5/4,和色名,青磁色,#80AA9F,sf12,7.5G 6.5/4,和色名,TRUE,complete
kanyou_new_056,mineral_to_name,濃い青の岩絵具を白で淡く溶いたような青緑を選びなさい。,水色,白群（びゃくぐん）,青磁色,白緑（びゃくろく）,白群（びゃくぐん）,正解は白群（びゃくぐん）。JIS物体色の慣用色名リストでは、岩絵具の群青を白で淡く溶いたような青緑色であることからこの名に マンセル値は3B 7/4.5。,青磁色：中国伝来の青磁釉の淡い青緑に由来する優美な色。 / 白緑（びゃくろく）：岩絵具の顔料『岩緑青』（孔雀石）が由来の淡い緑色。 / 水色：澄んだ水を思わせる淡い青色に由来する色名。,和色名|鉱物|顔料|青系,やや難,水色,#A9CEEC,,6B 8/4,和色名,白群（びゃくぐん）,#84B5CF,,3B 7/4.5,和色名,青磁色,#80AA9F,sf12,7.5G 6.5/4,和色名,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,白群（びゃくぐん）,#84B5CF,,3B 7/4.5,和色名,TRUE,complete
kanyou_new_057,mineral_to_name,瑠璃、すなわちラピスラズリに由来する深い青を選びなさい。,るり色,群青（ぐんじょう）色,紺青（こんじょう）,ウルトラマリンブルー,るり色,正解はるり色。JIS物体色の慣用色名リストでは、瑠璃（ラピスラズリ）に由来する深みのある群青色。 マンセル値は6PB 3.5/11。,群青（ぐんじょう）色：日本画の青色岩絵具「群青」に由来する濃い紫みの青。 / 紺青（こんじょう）：18世紀にベルリンで発見された人工青色顔料（紺青）に由来。 / ウルトラマリンブルー：ラピスラズリを粉末にした青色顔料の色。,和色名|宝石|青系|重点,標準,るり色,#3451A4,,6PB 3.5/11,和色名,群青（ぐんじょう）色,#414FA3,,7.5PB 3.5/11,和色名,紺青（こんじょう）,#3D496B,,5PB 3/4,和色名,ウルトラマリンブルー,#414FA3,V19,7.5PB 3.5/11,外来色名,るり色,#3451A4,,6PB 3.5/11,和色名,TRUE,complete
kanyou_new_058,mineral_to_name,日本画の青色岩絵具に由来する濃い紫みの青を選びなさい。,るり色,紺青（こんじょう）,コバルトブルー,群青（ぐんじょう）色,群青（ぐんじょう）色,正解は群青（ぐんじょう）色。JIS物体色の慣用色名リストでは、日本画の青色岩絵具「群青」に由来する濃い紫みの青 マンセル値は7.5PB 3.5/11。,るり色：瑠璃（ラピスラズリ）に由来する深みのある群青色。 / 紺青（こんじょう）：18世紀にベルリンで発見された人工青色顔料（紺青）に由来。 / コバルトブルー：コバルトとアルミを主成分とする顔料の色。,和色名|顔料|青系,標準,るり色,#3451A4,,6PB 3.5/11,和色名,紺青（こんじょう）,#3D496B,,5PB 3/4,和色名,コバルトブルー,#2863AB,,3PB 4/10,外来色名,群青（ぐんじょう）色,#414FA3,,7.5PB 3.5/11,和色名,群青（ぐんじょう）色,#414FA3,,7.5PB 3.5/11,和色名,TRUE,complete
kanyou_new_059,mineral_to_name,18世紀にベルリンで発見された人工青色顔料に由来する和色名を選びなさい。,アイアンブルー,プルシャンブルー,紺青（こんじょう）,群青（ぐんじょう）色,紺青（こんじょう）,正解は紺青（こんじょう）。JIS物体色の慣用色名リストでは、18世紀にベルリンで発見された人工青色顔料（紺青）に由来。 マンセル値は5PB 3/4。,群青（ぐんじょう）色：日本画の青色岩絵具「群青」に由来する濃い紫みの青。 / アイアンブルー：鉄を主成分とする顔料の色。 / プルシャンブルー：フェロシアン化鉄の顔料の色。,和色名|顔料|青系|紛らわしい,やや難,アイアンブルー,#3D496B,,5PB 3/4,外来色名,プルシャンブルー,#3D496B,,5PB 3/4,外来色名,紺青（こんじょう）,#3D496B,,5PB 3/4,和色名,群青（ぐんじょう）色,#414FA3,,7.5PB 3.5/11,和色名,紺青（こんじょう）,#3D496B,,5PB 3/4,和色名,TRUE,complete
kanyou_new_060,mineral_to_name,重い金属を思わせる鈍い青灰色を選びなさい。,スレートグレイ,鉛色,銀鼠（ぎんねず）,スチールグレイ,鉛色,正解は鉛色。JIS物体色の慣用色名リストでは、鉛（金属Pb）のような鈍い青灰色にちなむ色名 マンセル値は2.5PB 5/1。,銀鼠（ぎんねず）：銀色を帯びた明るい鼠色（灰色）で、銀の冴えた輝きを感じる灰色。 / スチールグレイ：鉄を主成分とする合金、スチール（鋼）の色。 / スレートグレイ：スレート（粘板岩）の色。,和色名|金属|灰系,標準,スレートグレイ,#56555E,,2.5PB 3.5/0.5,外来色名,鉛色,#797A88,,2.5PB 5/1,和色名,銀鼠（ぎんねず）,#A0A0A0,,N6.5,和色名,スチールグレイ,#736C79,,5P 4.5/1,外来色名,鉛色,#797A88,,2.5PB 5/1,和色名,TRUE,complete
kanyou_new_061,liquor_to_name,宝石化した樹脂に由来し、酒の色の形容にも用いられる透明感のある橙褐色を選びなさい。,こはく色,アンバー,金茶,黄茶,こはく色,正解はこはく色。JIS物体色の慣用色名リストでは、宝石の琥珀（こはく）のような透明感のある橙褐色。 マンセル値は8YR 5.5/6.5。,アンバー：琥珀（こはく）の色。 / 金茶：金色がかった茶色という意味で、やや黄みを帯びた濃い茶色を指す色名。 / 黄茶：名の通り黄みの強い茶色で、黄みがかった茶色を指します。,和色名|酒|宝石|黄赤系|重点,標準,こはく色,#C67400,,8YR 5.5/6.5,和色名,アンバー,#B37D40,,8YR 5.5/6.5,外来色名,金茶,#C47600,,9YR 5.5/10,和色名,黄茶,#BB6421,,4YR 5/9,和色名,こはく色,#C67400,,8YR 5.5/6.5,和色名,TRUE,complete
kanyou_new_062,liquor_to_name,フランスの修道院で作られたリキュールに由来する黄緑系の外来色名を選びなさい。,オリーブグリーン,リーフグリーン,ミントグリーン,シャトルーズグリーン,シャトルーズグリーン,正解はシャトルーズグリーン。JIS物体色の慣用色名リストでは、シャルトルーズ修道院に由来する色。 マンセル値は4GY 8/10。,オリーブグリーン：オリーブの葉の色。 / リーフグリーン：若い木の葉のような明るい緑色を指す。 / ミントグリーン：ミントの葉のような色。,外来色名|酒|黄緑系|重点,やや難,オリーブグリーン,#565838,dk10,2.5GY 3.5/3,外来色名,リーフグリーン,#879D4E,,5GY 6/7,外来色名,ミントグリーン,#81CC91,,2.5G 7.5/8,外来色名,シャトルーズグリーン,#BDD458,,4GY 8/10,外来色名,シャトルーズグリーン,#BDD458,,4GY 8/10,外来色名,TRUE,complete
kanyou_new_063,liquor_to_name,醸造酒を思わせる深い赤を表す外来色名を選びなさい。,ボルドー,マルーン,ワインレッド,バーガンディー,ワインレッド,正解はワインレッド。JIS物体色の慣用色名リストでは、赤ワインのような深い赤。 マンセル値は10RP 3/9。 PCCS近似値はdp24。,バーガンディー：フランス東部ブルゴーニュ地方の赤ワインが由来。 / ボルドー：フランス南西部ボルドー地方の赤ワインが由来。 / マルーン：スペイン産の大粒の西洋栗の色。,外来色名|酒|赤系,標準,ボルドー,#55353B,dkg2,2.5R 2.5/3,外来色名,マルーン,#682A2B,,5R 2.5/6,外来色名,ワインレッド,#83274E,dp24,10RP 3/9,外来色名,バーガンディー,#452A35,dkg2,10RP 2/2.5,外来色名,ワインレッド,#83274E,dp24,10RP 3/9,外来色名,TRUE,complete
kanyou_new_064,liquor_to_name,フランス東部ブルゴーニュ地方の赤ワインに由来する色名を選びなさい。,オールドローズ,バーガンディー,ボルドー,ワインレッド,バーガンディー,正解はバーガンディー。JIS物体色の慣用色名リストでは、フランス東部ブルゴーニュ地方の赤ワインが由来。 マンセル値は10RP 2/2.5。 PCCS近似値はdkg2。,ボルドー：フランス南西部ボルドー地方の赤ワインが由来。 / ワインレッド：赤ワインのような深い赤。 / オールドローズ：灰色がかったローズ色。,外来色名|酒|赤系|地名,標準,オールドローズ,#C97F96,sf2,1R 6/6.5,外来色名,バーガンディー,#452A35,dkg2,10RP 2/2.5,外来色名,ボルドー,#55353B,dkg2,2.5R 2.5/3,外来色名,ワインレッド,#83274E,dp24,10RP 3/9,外来色名,バーガンディー,#452A35,dkg2,10RP 2/2.5,外来色名,TRUE,complete
kanyou_new_065,liquor_to_name,フランス南西部の著名な赤ワイン産地に由来する外来色名を選びなさい。,ボルドー,バーガンディー,ワインレッド,マルーン,ボルドー,正解はボルドー。JIS物体色の慣用色名リストでは、フランス南西部ボルドー地方の赤ワインが由来。 マンセル値は2.5R 2.5/3。 PCCS近似値はdkg2。,バーガンディー：フランス東部ブルゴーニュ地方の赤ワインが由来。 / ワインレッド：赤ワインのような深い赤。 / マルーン：スペイン産の大粒の西洋栗の色。,外来色名|酒|赤系|地名,標準,ボルドー,#55353B,dkg2,2.5R 2.5/3,外来色名,バーガンディー,#452A35,dkg2,10RP 2/2.5,外来色名,ワインレッド,#83274E,dp24,10RP 3/9,外来色名,マルーン,#682A2B,,5R 2.5/6,外来色名,ボルドー,#55353B,dkg2,2.5R 2.5/3,外来色名,TRUE,complete
kanyou_new_066,liquor_to_name,酒や薬の容器に使われる濃い緑色のガラスを思わせる外来色名を選びなさい。,ビリヤードグリーン,フォレストグリーン,アイビーグリーン,ボトルグリーン,ボトルグリーン,正解はボトルグリーン。JIS物体色の慣用色名リストでは、ワインボトルの色。 マンセル値は5G 2.5/3。,ビリヤードグリーン：ビリヤード台の色。 / フォレストグリーン：森のような深い緑色。 / アイビーグリーン：アイビーの葉の色。,外来色名|酒|緑系,標準,ビリヤードグリーン,#004840,,10G 2.5/5,外来色名,フォレストグリーン,#3E795C,,7.5G 4.5/5,外来色名,アイビーグリーン,#516A39,,7.5GY 4/5,外来色名,ボトルグリーン,#264435,,5G 2.5/3,外来色名,ボトルグリーン,#264435,,5G 2.5/3,外来色名,TRUE,complete
kanyou_new_067,food_to_name,秋に熟す果実のような黄橙色を選びなさい。,杏色,マンダリンオレンジ,柿色,橙色,柿色,正解は柿色。JIS物体色の慣用色名リストでは、熟した柿の実のような黄橙色に由来する和色名。 マンセル値は10R 5.5/12。,橙色：ミカン科の果実・橙（だいだい）の皮の色に由来する伝統色。 / 杏色：熟した杏（あんず）の実の色にちなむ黄みの橙色。 / マンダリンオレンジ：中国の官僚の服の色に由来。,和色名|植物|果実|黄赤系,標準,杏色,#DDA273,,6YR 7/6,和色名,マンダリンオレンジ,#FD951E,,7YR 7/11.5,外来色名,柿色,#E06030,,10R 5.5/12,和色名,橙色,#FD7E00,,5YR 6.5/13,和色名,柿色,#E06030,,10R 5.5/12,和色名,TRUE,complete
kanyou_new_068,food_to_name,平安以来の蜜柑の古品種の果皮に由来する橙色を選びなさい。,柿色,こうじ色,蜜柑色,橙色,こうじ色,正解はこうじ色。JIS物体色の慣用色名リストでは、平安以来の蜜柑の古品種『柑子』の果皮の色に由来する橙色 マンセル値は5.5YR 7.5/9。 PCCS近似値はb6。,蜜柑色：温州みかんの橙色の果皮に由来する鮮やかな黄赤。 / 橙色：ミカン科の果実・橙（だいだい）の皮の色に由来する伝統色。 / 柿色：熟した柿の実のような黄橙色に由来する和色名。,和色名|植物|果実|黄赤系,やや難,柿色,#E06030,,10R 5.5/12,和色名,こうじ色,#FFA75E,b6,5.5YR 7.5/9,和色名,蜜柑色,#FA8000,,6YR 6.5/13,和色名,橙色,#FD7E00,,5YR 6.5/13,和色名,こうじ色,#FFA75E,b6,5.5YR 7.5/9,和色名,TRUE,complete
kanyou_new_069,food_to_name,温州系の柑橘の果皮を思わせる鮮やかな黄赤を選びなさい。,蜜柑色,橙色,こうじ色,オレンジ,蜜柑色,正解は蜜柑色。JIS物体色の慣用色名リストでは、温州みかんの橙色の果皮に由来する鮮やかな黄赤。 マンセル値は6YR 6.5/13。,橙色：ミカン科の果実・橙（だいだい）の皮の色に由来する伝統色。 / こうじ色：平安以来の蜜柑の古品種『柑子』の果皮の色に由来する橙色。 / オレンジ：果物のオレンジの色。,和色名|植物|果実|黄赤系,標準,蜜柑色,#FA8000,,6YR 6.5/13,和色名,橙色,#FD7E00,,5YR 6.5/13,和色名,こうじ色,#FFA75E,b6,5.5YR 7.5/9,和色名,オレンジ,#FD7E00,,5YR 6.5/13,外来色名,蜜柑色,#FA8000,,6YR 6.5/13,和色名,TRUE,complete
kanyou_new_070,food_to_name,熟した核果の実のような黄みの橙を選びなさい。,ピーチ,アプリコット,卵色,杏色,杏色,正解は杏色。JIS物体色の慣用色名リストでは、熟した杏（あんず）の実の色にちなむ黄みの橙色。 マンセル値は6YR 7/6。,ピーチ：桃の果肉の色。 / アプリコット：アンズの実のような色。 / 卵色：鶏卵の黄身のような明るい黄橙色に由来する色名。,和色名|植物|果実|黄赤系,標準,ピーチ,#EBC0AF,P4,3YR 8/3.5,外来色名,アプリコット,#DDA273,,6YR 7/6,外来色名,卵色,#FABE6F,,10YR 8/7.5,和色名,杏色,#DDA273,,6YR 7/6,和色名,杏色,#DDA273,,6YR 7/6,和色名,TRUE,complete
kanyou_new_071,food_to_name,鶏の黄身のような明るい黄橙色を選びなさい。,杏色,ネープルスイエロー,卵色,クリームイエロー,卵色,正解は卵色。JIS物体色の慣用色名リストでは、鶏卵の黄身のような明るい黄橙色に由来する色名 マンセル値は10YR 8/7.5。,クリームイエロー：カスタードクリームの色。 / 杏色：熟した杏（あんず）の実の色にちなむ黄みの橙色。 / ネープルスイエロー：イタリアの都市ナポリに由来。,和色名|食品|黄赤系,標準,杏色,#DDA273,,6YR 7/6,和色名,ネープルスイエロー,#F2C26B,lt8,2.5Y 8/7.5,外来色名,卵色,#FABE6F,,10YR 8/7.5,和色名,クリームイエロー,#E8D5AF,p8+,5Y 8.5/3.5,外来色名,卵色,#FABE6F,,10YR 8/7.5,和色名,TRUE,complete
kanyou_new_072,food_to_name,辛味調味料を練ったような黄褐色を選びなさい。,刈安（かりやす）色,芥子（からし）色,うこん色,黄土色,芥子（からし）色,正解は芥子（からし）色。JIS物体色の慣用色名リストでは、練り辛子（和からし）のような黄褐色に由来する和色名 マンセル値は3Y 7/6。,うこん色：ウコン（鬱金、ターメリック）の根を原料とした染料の黄色に由来。 / 黄土色：黄土（おうど）＝黄色っぽい土の色に由来する黄褐色。 / 刈安（かりやす）色：平安期から用いられた染料植物・刈安を使った淡黄に由来する色名。,和色名|食品|黄系,標準,刈安（かりやす）色,#EED67E,,7Y 8.5/7,和色名,芥子（からし）色,#CDA966,,3Y 7/6,和色名,うこん色,#FCAC00,,2Y 7.5/12,和色名,黄土色,#C18A39,d6,10YR 6/7.5,和色名,芥子（からし）色,#CDA966,,3Y 7/6,和色名,TRUE,complete
kanyou_new_073,food_to_name,豆類の種皮を思わせる暗い赤茶色を選びなさい。,小豆（あずき）色,海老茶,栗色,紅海老茶,小豆（あずき）色,正解は小豆（あずき）色。JIS物体色の慣用色名リストでは、小豆のような暗い赤茶色に由来する和色名。 マンセル値は8R 4.5/4.5。,海老茶：伊勢海老の殻のような渋い赤茶色に由来する色名。 / 栗色：栗の実の皮のような濃い茶色に由来する色名。 / 紅海老茶：加熱で赤くなるのは殻のアスタキサンチンが遊離するため。,和色名|食品|茶系,標準,小豆（あずき）色,#946259,,8R 4.5/4.5,和色名,海老茶,#6D3D33,,8R 3/4.5,和色名,栗色,#754C38,,2YR 3.5/4,和色名,紅海老茶,#703B32,,7.5R 3/5,和色名,小豆（あずき）色,#946259,,8R 4.5/4.5,和色名,TRUE,complete
kanyou_new_074,food_to_name,堅果の実の皮のような濃い茶色を選びなさい。,小豆（あずき）色,マルーン,黒茶,栗色,栗色,正解は栗色。JIS物体色の慣用色名リストでは、栗の実の皮のような濃い茶色に由来する色名。 マンセル値は2YR 3.5/4。,小豆（あずき）色：小豆のような暗い赤茶色に由来する和色名。 / マルーン：スペイン産の大粒の西洋栗の色。 / 黒茶：黒に近い暗い茶色で、黒みを帯びた茶色を表す色名。,和色名|食品|茶系,標準,小豆（あずき）色,#946259,,8R 4.5/4.5,和色名,マルーン,#682A2B,,5R 2.5/6,外来色名,黒茶,#3E2E28,,2.5YR 2/1.5,和色名,栗色,#754C38,,2YR 3.5/4,和色名,栗色,#754C38,,2YR 3.5/4,和色名,TRUE,complete
kanyou_new_075,animal_to_name,大型鳥の風切羽に見られる明るい紅色に由来する色名を選びなさい。,桃色,サーモンピンク,鴇色,さんご色,鴇色,正解は鴇色。JIS物体色の慣用色名リストでは、飛翔する朱鷺（トキ）の風切羽根に見られる明るい紅色に由来する色名。 マンセル値は7RP 7.5/8。 PCCS近似値はlt24。,さんご色：珊瑚（さんご）のような明るい赤色に由来する色名。 / 桃色：桃の花の色に由来する伝統的な淡紅色。 / サーモンピンク：鮭の切り身のような色。,和色名|動物由来|赤系,やや難,桃色,#E38698,,2.5R 6.5/8,和色名,サーモンピンク,#FFA594,lt4+,8R 7.5/7.5,外来色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,さんご色,#FF87A0,,2.5R 7/11,和色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,TRUE,complete
kanyou_new_076,animal_to_name,宝飾にも使われる海産動物のような明るい赤色を表す和色名を選びなさい。,サーモンピンク,さんご色,コーラルレッド,鴇色,さんご色,正解はさんご色。JIS物体色の慣用色名リストでは、珊瑚（さんご）のような明るい赤色に由来する色名。 マンセル値は2.5R 7/11。,コーラルレッド：コーラル＝珊瑚（さんご）の色。 / 鴇色：飛翔する朱鷺（トキ）の風切羽根に見られる明るい紅色に由来する色名。 / サーモンピンク：鮭の切り身のような色。,和色名|動物由来|赤系,標準,サーモンピンク,#FFA594,lt4+,8R 7.5/7.5,外来色名,さんご色,#FF87A0,,2.5R 7/11,和色名,コーラルレッド,#FF87A0,,2.5R 7/11,外来色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,さんご色,#FF87A0,,2.5R 7/11,和色名,TRUE,complete
kanyou_new_077,animal_to_name,甲殻類の殻のような渋い赤茶色を選びなさい。,海老茶,紅海老茶,小豆（あずき）色,とび色,海老茶,正解は海老茶。JIS物体色の慣用色名リストでは、伊勢海老の殻のような渋い赤茶色に由来する色名。 マンセル値は8R 3/4.5。,紅海老茶：加熱で赤くなるのは殻のアスタキサンチンが遊離するため。 / 小豆（あずき）色：小豆のような暗い赤茶色に由来する和色名。 / とび色：トビ（鳶、トンビ）の羽根の色にちなむ暗い赤褐色です。,和色名|動物由来|茶系,標準,海老茶,#6D3D33,,8R 3/4.5,和色名,紅海老茶,#703B32,,7.5R 3/5,和色名,小豆（あずき）色,#946259,,8R 4.5/4.5,和色名,とび色,#7D483E,,7.5R 3.5/5,和色名,海老茶,#6D3D33,,8R 3/4.5,和色名,TRUE,complete
kanyou_new_078,animal_to_name,猛禽類の羽根にちなむ暗い赤褐色を選びなさい。,海老茶,鶯茶,鳩羽（はとば）色,とび色,とび色,正解はとび色。JIS物体色の慣用色名リストでは、トビ（鳶、トンビ）の羽根の色にちなむ暗い赤褐色です マンセル値は7.5R 3.5/5。,海老茶：伊勢海老の殻のような渋い赤茶色に由来する色名。 / 鶯茶：鶯色をさらに渋くくすませて茶色寄りにした色で、鶯の羽に似た暗い黄褐色。 / 鳩羽（はとば）色：鳩の羽のような灰みの青紫に由来する渋い色。,和色名|動物由来|茶系,標準,海老茶,#6D3D33,,8R 3/4.5,和色名,鶯茶,#70613A,,5Y 4/3.5,和色名,鳩羽（はとば）色,#675D7E,,2.5P 4/3.5,和色名,とび色,#7D483E,,7.5R 3.5/5,和色名,とび色,#7D483E,,7.5R 3.5/5,和色名,TRUE,complete
kanyou_new_079,animal_to_name,春告げ鳥の羽のようなくすんだ緑を表す色名を選びなさい。,ひわ色,草色,鶯（うぐいす）色,鶯茶,鶯（うぐいす）色,正解は鶯（うぐいす）色。JIS物体色の慣用色名リストでは、ウグイス（鶯）の羽のようなくすんだ緑色に由来する伝統色。 マンセル値は1GY 4.5/3.5。,鶯茶：鶯色をさらに渋くくすませて茶色寄りにした色で、鶯の羽に似た暗い黄褐色。 / ひわ色：アトリ科の小鳥・鶸（ヒワ）の羽の色にちなむ黄緑色。 / 草色：草の葉のようなくすんだ緑色にちなむ色名。,和色名|動物由来|緑系,標準,ひわ色,#C2C05C,,1GY 7.5/8,和色名,草色,#72814B,,5GY 5/5,和色名,鶯（うぐいす）色,#71714A,,1GY 4.5/3.5,和色名,鶯茶,#70613A,,5Y 4/3.5,和色名,鶯（うぐいす）色,#71714A,,1GY 4.5/3.5,和色名,TRUE,complete
kanyou_new_080,animal_to_name,くすんだ緑をさらに茶色寄りにした、暗い黄褐色を選びなさい。,オリーブドラブ,鶯茶,鶯（うぐいす）色,みる色,鶯茶,正解は鶯茶。JIS物体色の慣用色名リストでは、鶯色をさらに渋くくすませて茶色寄りにした色で、鶯の羽に似た暗い黄褐色。 マンセル値は5Y 4/3.5。,鶯（うぐいす）色：ウグイス（鶯）の羽のようなくすんだ緑色に由来する伝統色。 / みる色：海藻の海松（みる）のような灰みの黄緑色に由来する伝統色。 / オリーブドラブ：くすんだオリーブ色。,和色名|動物由来|茶系|紛らわしい,やや難,オリーブドラブ,#68624E,,7.5Y 4/2,外来色名,鶯茶,#70613A,,5Y 4/3.5,和色名,鶯（うぐいす）色,#71714A,,1GY 4.5/3.5,和色名,みる色,#736F55,,9.5Y 4.5/2.5,和色名,鶯茶,#70613A,,5Y 4/3.5,和色名,TRUE,complete
kanyou_new_081,animal_to_name,アトリ科の小鳥の羽にちなむ黄緑色を選びなさい。,ひわ色,鶯（うぐいす）色,若草色,カナリヤ,ひわ色,正解はひわ色。JIS物体色の慣用色名リストでは、アトリ科の小鳥・鶸（ヒワ）の羽の色にちなむ黄緑色 マンセル値は1GY 7.5/8。,鶯（うぐいす）色：ウグイス（鶯）の羽のようなくすんだ緑色に由来する伝統色。 / 若草色：芽吹いたばかりの草の色に由来する鮮やかな黄緑色。 / カナリヤ：カナリアの羽の色。,和色名|動物由来|黄緑系,やや難,ひわ色,#C2C05C,,1GY 7.5/8,和色名,鶯（うぐいす）色,#71714A,,1GY 4.5/3.5,和色名,若草色,#A9B735,,3GY 7/10,和色名,カナリヤ,#F7D54E,b8,7Y 8.5/10,外来色名,ひわ色,#C2C05C,,1GY 7.5/8,和色名,TRUE,complete
kanyou_new_082,animal_to_name,都市でも見られる鳥の羽のような灰みの青紫に由来する色名を選びなさい。,藤納戸,しょうぶ色,スチールグレイ,鳩羽（はとば）色,鳩羽（はとば）色,正解は鳩羽（はとば）色。JIS物体色の慣用色名リストでは、鳩の羽のような灰みの青紫に由来する渋い色 マンセル値は2.5P 4/3.5。,藤納戸：藤色がかった納戸色（青）で、青みを含む灰紫色を指します。 / しょうぶ色：アヤメ科の花ショウブ（菖蒲）の鮮やかな青紫に由来。 / スチールグレイ：鉄を主成分とする合金、スチール（鋼）の色。,和色名|動物由来|紫系,やや難,藤納戸,#6869A8,,9PB 4.5/7.5,和色名,しょうぶ色,#7051AA,,2.5P 4/3.5,和色名,スチールグレイ,#736C79,,5P 4.5/1,外来色名,鳩羽（はとば）色,#675D7E,,2.5P 4/3.5,和色名,鳩羽（はとば）色,#675D7E,,2.5P 4/3.5,和色名,TRUE,complete
kanyou_new_083,animal_dye_to_name,コチニールカイガラムシから得られる深紅色の染料に由来する外来色名を選びなさい。,スカーレット,マゼンタ,カーマイン,コチニールレッド,カーマイン,正解はカーマイン。JIS物体色の慣用色名リストでは、カーマイン（洋紅）はコチニールカイガラムシから得られる深紅色の染料で、食品着色料などにも用いられる。 マンセル値は4R 4/14。 PCCS近似値はV2。,コチニールレッド：赤色がとれる虫の名前。 / スカーレット：貝殻虫のケルメス、コチニールによる染色の色。 / マゼンタ：マゼンタはイタリアの地名。,外来色名|動物性染料|赤系|重点|過去問風2025,やや難,スカーレット,#DE4335,,7R 5/14,外来色名,マゼンタ,#C949A2,V24,5RP 5/14,外来色名,カーマイン,#BE1E3E,V2,4R 4/14,外来色名,コチニールレッド,#AF3168,,10RP 4/12,外来色名,カーマイン,#BE1E3E,V2,4R 4/14,外来色名,TRUE,complete
